locationabbr,income,sex,ageyears,race_ethnicity,education,obesity_pct,total_sample_size,strat_type
RI,,,,,Some college or technical school,29.09166666666667,17004.0,education
SC,,,,,College graduate,27.799033989266547,41925.0,education
SC,,,,,High school graduate,35.105581795954656,35992.0,education
SC,,,,,Less than high school,35.608263473053896,12525.0,education
SC,,,,,Some college or technical school,34.6784675043588,33266.0,education
SD,,,,,College graduate,29.363276194410023,29052.0,education
SD,,,,,High school graduate,31.953901710781153,24784.0,education
SD,,,,,Less than high school,33.42391178177597,5169.0,education
SD,,,,,Some college or technical school,33.10553540752052,26195.0,education
TN,,,,,College graduate,28.55792874109264,21050.0,education
TN,,,,,High school graduate,35.94500768049155,21483.0,education
TN,,,,,Less than high school,35.909183090545554,7002.0,education
TN,,,,,Some college or technical school,35.41763953746943,17988.0,education
TX,,,,,College graduate,26.136880193969905,54029.0,education
TX,,,,,High school graduate,35.56096066868953,34934.0,education
TX,,,,,Less than high school,39.05383826191914,16570.0,education
TX,,,,,Some college or technical school,33.899994687632805,37648.0,education
US,,,,,College graduate,23.57571126537403,2019640.0,education
US,,,,,High school graduate,32.51250520297438,1455898.0,education
US,,,,,Less than high school,35.05850615536625,374470.0,education
US,,,,,Some college or technical school,31.93834239288463,1461625.0,education
UT,,,,,College graduate,23.71826544021025,52509.0,education
UT,,,,,High school graduate,27.473647624224046,34957.0,education
UT,,,,,Less than high school,29.088318356867774,6232.0,education
UT,,,,,Some college or technical school,28.145021654837755,44101.0,education
VA,,,,,College graduate,24.715732721288756,46184.0,education
VA,,,,,High school graduate,33.53620663009041,25882.0,education
VA,,,,,Less than high school,36.507569340073786,7319.0,education
VA,,,,,Some college or technical school,33.09117647058823,27166.0,education
VI,,,,,College graduate,33.53343766301513,1917.0,education
VI,,,,,High school graduate,38.43401210787012,1817.0,education
VI,,,,,Less than high school,26.0227959697733,794.0,education
VI,,,,,Some college or technical school,30.6702559576346,1133.0,education
VT,,,,,College graduate,19.142284222026806,37527.0,education
VT,,,,,High school graduate,31.773178316160767,21546.0,education
VT,,,,,Less than high school,33.00494769578739,3537.0,education
VT,,,,,Some college or technical school,27.54758964359225,18462.0,education
WA,,,,,College graduate,21.70007005516845,79937.0,education
WA,,,,,High school graduate,31.65275998154887,39022.0,education
WA,,,,,Less than high school,32.97323813910641,8684.0,education
WA,,,,,Some college or technical school,31.43116662307089,53522.0,education
WI,,,,,College graduate,26.894172246430724,28227.0,education
WI,,,,,High school graduate,34.7199464690138,24285.0,education
WI,,,,,Less than high school,35.655762366139726,3922.0,education
WI,,,,,Some college or technical school,34.711924886720105,22952.0,education
WV,,,,,College graduate,33.50968712077243,18953.0,education
WV,,,,,High school graduate,38.997650886869565,25201.0,education
WV,,,,,Less than high school,36.519072793818616,7377.0,education
WV,,,,,Some college or technical school,38.615684796474554,17246.0,education
WY,,,,,College graduate,23.315439034540162,21627.0,education
WY,,,,,High school graduate,29.14737484737485,18018.0,education
WY,,,,,Less than high school,32.69813052345343,2942.0,education
WY,,,,,Some college or technical school,31.50435646515325,20131.0,education
AK,,,,,,30.86867771114951,49195.0,total
AL,,,,,,35.44157818443125,80713.0,total
AR,,,,,,36.02661055512243,62851.0,total
AZ,,,,,,29.693935508138424,116976.0,total
CA,,,,,,25.58776876206106,131622.0,total
CO,,,,,,22.41372140307765,136728.0,total
CT,,,,,,27.324159937006726,109218.0,total
DC,,,,,,23.258388896152002,45894.0,total
DE,,,,,,32.1765261036394,51602.0,total
FL,,,,,,27.816391513236386,186078.0,total
GA,,,,,,32.21605739394351,88302.0,total
GU,,,,,,32.09893814259228,17799.0,total
HI,,,,,,23.931276765471488,95272.0,total
IA,,,,,,34.012365131015585,99263.0,total
ID,,,,,,29.505481211236777,68525.0,total
IL,,,,,,31.043756675485152,60857.0,total
IN,,,,,,34.029344963791964,115444.0,total
KS,,,,,,32.79869403292068,182317.0,total
KY,,,,,,34.052399751550176,94989.0,total
LA,,,,,,36.05499111456656,72028.0,total
MA,,,,,,24.37606786768478,134497.0,total
MD,,,,,,30.934404773583704,173287.0,total
ME,,,,,,30.266658613756444,128318.0,total
MI,,,,,,32.91502606287669,122780.0,total
MN,,,,,,29.06265936429074,188797.0,total
MO,,,,,,33.304038306846095,91994.0,total
MS,,,,,,37.26141074119353,70346.0,total
MT,,,,,,26.779732357577643,86907.0,total
NC,,,,,,31.330313712561185,78862.0,total
ND,,,,,,32.70136231550479,69514.0,total
NE,,,,,,31.958562252220606,199270.0,total
NH,,,,,,28.66563362232421,76473.0,total
NJ,,,,,,26.48608768823519,114086.0,total
NM,,,,,,29.454821513564973,84040.0,total
NV,,,,,,27.788198602794413,44088.0,total
NY,,,,,,27.040374031419827,202229.0,total
OH,,,,,,33.66281306468223,154401.0,total
OK,,,,,,34.82397791396153,82405.0,total
OR,,,,,,29.112571403397997,68099.0,total
PA,,,,,,30.49328420612522,95670.0,total
PR,,,,,,31.768722186904004,55055.0,total
RI,,,,,,28.23286187180259,69783.0,total
SC,,,,,,33.28822300719378,123996.0,total
SD,,,,,,31.832144572667097,85355.0,total
TN,,,,,,34.06906646971935,67700.0,total
TX,,,,,,33.16127174473182,143598.0,total
US,,,,,,30.188829722883685,5323252.0,total
UT,,,,,,26.845081979085197,138084.0,total
VA,,,,,,30.757047470102922,106783.0,total
VI,,,,,,32.94624257252709,5722.0,total
VT,,,,,,26.444370428743813,81214.0,total
WA,,,,,,28.525107791256655,181601.0,total
WI,,,,,,32.73802887759722,79508.0,total
WV,,,,,,37.57943072901539,68860.0,total
WY,,,,,,28.954055989686946,62833.0,total
